filename,label,category
t1129.63s.jpg,bad,teammate-as-target
t2040.00s.jpg,bad,teammate-as-target
t1285.57s.jpg,bad,teammate-as-target
t0244.97s.jpg,bad,teammate-as-target
t0915.50s.jpg,bad,teammate-as-target
t0358.13s.jpg,bad,teammate-as-target
t0906.80s.jpg,bad,teammate-as-target
t0377.03s.jpg,bad,teammate-as-target
t0431.70s.jpg,bad,teammate-as-target
t1751.07s.jpg,bad,teammate-as-target
t1504.03s.jpg,bad,teammate-as-target
t0917.43s.jpg,bad,teammate-as-target
t0373.53s.jpg,bad,teammate-as-target
t1505.37s.jpg,bad,teammate-as-target
t0276.07s.jpg,bad,teammate-as-target
t1562.93s.jpg,bad,teammate-as-target
t1502.23s.jpg,bad,teammate-as-target
t0353.40s.jpg,bad,teammate-as-target
t0812.73s.jpg,bad,teammate-as-target
t1475.10s.jpg,bad,teammate-as-target
t0831.53s.jpg,bad,teammate-as-target
t0487.43s.jpg,bad,teammate-as-target
t1284.17s.jpg,bad,teammate-as-target
t0090.07s.jpg,bad,teammate-as-target
t1629.77s.jpg,bad,teammate-as-target
t0363.43s.jpg,bad,teammate-as-target
t0492.27s.jpg,bad,teammate-as-target
t1473.33s.jpg,bad,teammate-as-target
t0158.03s.jpg,bad,teammate-as-target
t0362.23s.jpg,bad,teammate-as-target
t0022.13s.jpg,good,
t0010.53s.jpg,bad,teammate-as-target
t1643.47s.jpg,bad,teammate-as-target
t0274.63s.jpg,bad,teammate-as-target
t1136.87s.jpg,bad,teammate-as-target
t0255.90s.jpg,bad,teammate-as-target
t0029.43s.jpg,bad,teammate-as-target
t1010.23s.jpg,good,
t0251.43s.jpg,bad,teammate-as-target
t2053.27s.jpg,bad,teammate-as-target
t1011.03s.jpg,good,
t0568.40s.jpg,good,
t0162.93s.jpg,good,
t1644.87s.jpg,bad,teammate-as-target
t1637.97s.jpg,good,
t1858.63s.jpg,good,
t1138.37s.jpg,bad,teammate-as-target
t0252.57s.jpg,bad,teammate-as-target
t1569.87s.jpg,bad,teammate-as-target
t2049.67s.jpg,good,
t0024.93s.jpg,good,
t0921.93s.jpg,good,
t0553.13s.jpg,good,
t0255.10s.jpg,good,
t0090.70s.jpg,good,
t0264.87s.jpg,good,
t0258.03s.jpg,bad,teammate-as-target
t0844.63s.jpg,good,
t1912.93s.jpg,good,
t1431.63s.jpg,good,
t1484.10s.jpg,good,
t0934.37s.jpg,good,
t1759.80s.jpg,good,
t0174.07s.jpg,good,
t0495.60s.jpg,good,
t1457.20s.jpg,good,
t1567.73s.jpg,good,
t0908.63s.jpg,good,
t0094.03s.jpg,good,
t0160.33s.jpg,good,
t0048.80s.jpg,good,
t1483.17s.jpg,good,
t1055.67s.jpg,good,
t1918.20s.jpg,good,
t0091.87s.jpg,good,
t0697.10s.jpg,good,
t1866.53s.jpg,good,
